AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY ABBREviation,Total valid votes polled,POSITION
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,RAKESH PARVE (PAPPU PARVE),M,GEN,33,BSP,2213,4
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,RAMKUMAR AGRAWAL,M,GEN,68,IND,197,9
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,SANJEEV SAXENA,M,GEN,45,INC,52969,2
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,SHARAD KUMAR SAXENA,M,GEN,47,IND,230,8
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,SHRIMATI MANVATI TIWARI,F,GEN,58,JAMP,90,11
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,SIDDHARTH MORE,M,GEN,38,BA S D,817,5
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,UMASHANKAR GUPTA,M,GEN,61,BJP,71167,1
153,BHOPAL MADHYA,GEN,ARIF MASOOD,M,GEN,41,INC,63715,2
153,BHOPAL MADHYA,GEN,JAVED SIDDIQUI,M,GEN,31,IND,366,8
153,BHOPAL MADHYA,GEN,NISHANT SATSANGI,M,GEN,31,BSP,820,4
153,BHOPAL MADHYA,GEN,None of the Above,NULL,NULL,NULL,NOTA,2013,3
153,BHOPAL MADHYA,GEN,PRAMOD  MISHRA (RAJAN),M,GEN,36,IND,95,9
153,BHOPAL MADHYA,GEN,RAM LAL URF MAHATMA TYAGI,M,SC,84,ABGP,384,6
153,BHOPAL MADHYA,GEN,SACHIN DAS BABBA,M,GEN,35,IND,383,7
153,BHOPAL MADHYA,GEN,SHAILENDRA KUMAR SHAILI,M,GEN,52,CPI,582,5
153,BHOPAL MADHYA,GEN,SURENDRA NATH SINGH,M,GEN,50,BJP,70696,1
153,BHOPAL MADHYA,GEN,SURESH YADAV,M,GEN,45,LJP,93,10
154,GOVINDPURA,GEN,ANIL WANI,M,GEN,44,IND,180,12
154,GOVINDPURA,GEN,BABOOLAL GOUR,M,GEN,83,BJP,116586,1
154,GOVINDPURA,GEN,BALRAM UCHCHAL URF SUNNY PETER,M,SC,30,IND,362,7
154,GOVINDPURA,GEN,DEVENDRA PRAKASH,M,GEN,42,IND,119,15
154,GOVINDPURA,GEN,DWARKA PRASAD SEN,M,GEN,46,IND,404,6
154,GOVINDPURA,GEN,GANESH BHARTI,M,SC,27,BSCP,109,16
154,GOVINDPURA,GEN,GOVIND GOYAL,M,GEN,60,INC,45942,2
154,GOVINDPURA,GEN,GULAB YADAV,F,GEN,56,SP,305,10
154,GOVINDPURA,GEN,HARSHWARDHAN SINGH RAJPUT,M,GEN,37,NCP,129,14
154,GOVINDPURA,GEN,K.P. DWIVEDI,M,GEN,67,SUCI,335,9
154,GOVINDPURA,GEN,NAG SEN TAYADE,M,SC,57,IND,224,11
154,GOVINDPURA,GEN,None of the Above,NULL,NULL,NULL,NOTA,4011,4
154,GOVINDPURA,GEN,RAHUL KUMAR SAXENA,M,GEN,42,IND,339,8
154,GOVINDPURA,GEN,RAMPAL DHOSALE,M,SC,42,BSP,3517,5
154,GOVINDPURA,GEN,SANJAY SAXENA,M,GEN,44,SHS,8466,3
154,GOVINDPURA,GEN,SHRIMATI URMILA SINGH PORTE,F,ST,34,ABGP,173,13
155,HUZUR,GEN,ANIL PANDEY,M,GEN,46,BSP,1989,4
155,HUZUR,GEN,MANOJ TRIPATHI,M,GEN,32,NCP,404,9
155,HUZUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,2697,3
155,HUZUR,GEN,RADHESHYAM PRAJAPATI (RADHE BHAIYA),M,GEN,37,IND,418,8
155,HUZUR,GEN,RAJENDRA MANDLOI,M,GEN,36,INC,49390,2
155,HUZUR,GEN,RAMESHWAR SHARMA,M,GEN,43,BJP,108994,1
155,HUZUR,GEN,RAMSWAROOP YADAV,M,GEN,39,SP,1589,5
155,HUZUR,GEN,SURESH UIKEY,M,ST,36,GGP,505,6
155,HUZUR,GEN,YASWANT SINGH MEENA,M,GEN,35,IND,457,7
156,BUDHNI,GEN,BALRAM YADAV ADVOCATE,M,GEN,40,BSP,2096,5
156,BUDHNI,GEN,BRIJESH KUMAR,M,SC,33,PRSP,2393,3
156,BUDHNI,GEN,DR. MAHENDRA SINGH CHAUHAN,M,GEN,54,INC,43925,2
156,BUDHNI,GEN,MOHAN OJHA PARTE,M,ST,42,GGP,667,8
156,BUDHNI,GEN,None of the Above,NULL,NULL,NULL,NOTA,2247,4
156,BUDHNI,GEN,PREM SINGH,M,SC,43,IND,259,11
156,BUDHNI,GEN,PREMNARAYAN,M,ST,58,IND,208,12
156,BUDHNI,GEN,PT. VIJAY UPADHYAY,M,GEN,52,IND,291,10
156,BUDHNI,GEN,SHIVRAJ SINGH CHOUHAN,M,GEN,56,BJP,128730,1
156,BUDHNI,GEN,SURENDRA SHARMA,M,GEN,40,IND,951,7
156,BUDHNI,GEN,SURSARI PRASAD,M,GEN,43,IND,1707,6
156,BUDHNI,GEN,VIVEK,M,GEN,28,IND,465,9
157,ASHTA ,SC,BADRI LAL KATARIA,M,SC,37,BSP,4476,4
157,ASHTA ,SC,GAJPAL SINGH,M,SC,35,IND,743,8
157,ASHTA ,SC,GOPAL SINGH ENGINEER,M,SC,46,INC,78748,2
157,ASHTA ,SC,KAMAL SINGH CHAUHAN,M,SC,42,PRSP,13382,3
157,ASHTA ,SC,None of the Above,NULL,NULL,NULL,NOTA,2521,5
157,ASHTA ,SC,RANJEET SINGH GUNWAN,M,SC,67,BJP,84252,1
157,ASHTA ,SC,SOBHAL SINGH SISODIYA,M,SC,37,SamSP,1134,6
157,ASHTA ,SC,VIKRAM SINGH MALVIYA,M,SC,38,LJP,1083,7
158,ICHHAWAR,GEN,AJAB SINGH MEWADA,M,GEN,27,IND,1109,7
158,ICHHAWAR,GEN,ANOKHI LAL,M,SC,39,BSP,1776,5
158,ICHHAWAR,GEN,KARAN SINGH BULAKI VERMA,M,GEN,77,IND,221,13
158,ICHHAWAR,GEN,KARAN SINGH KANHAIYALAL,M,GEN,57,BJP,73960,2
158,ICHHAWAR,GEN,MAHENDRA KUMAR,M,GEN,36,IND,470,9
158,ICHHAWAR,GEN,NARENDRA SINGH MANDOLIYA,M,SC,25,ABGP,1463,6
158,ICHHAWAR,GEN,NAVEEN,M,SC,26,IND,414,11
158,ICHHAWAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,1989,4
158,ICHHAWAR,GEN,SHAILENDRA RADHESHYAM PATEL,M,GEN,27,IND,1088,8
158,ICHHAWAR,GEN,SHAILENDRA RAMCHARAN PATEL,M,GEN,26,IND,2246,3
158,ICHHAWAR,GEN,SHAILENDRA RAMESH CHANDRA PATEL,M,GEN,37,INC,74704,1
158,ICHHAWAR,GEN,SHIVRAM PARMAR,M,GEN,50,PRSP,469,10
158,ICHHAWAR,GEN,UMARAOSINGH,M,SC,63,IND,293,12
159,SEHORE ,GEN,ANOKHI VERMA,F,SC,38,BSP,755,8
159,SEHORE ,GEN,ARJUN SINGH GAUR,M,GEN,33,IND,903,7
159,SEHORE ,GEN,ASHISH PANDEY (TONY),M,GEN,28,NCP,596,9
159,SEHORE ,GEN,HARISH RATHORE,M,GEN,39,INC,9244,3
159,SEHORE ,GEN,KISHORE BHARTI,M,SC,58,ABGP,397,11
159,SEHORE ,GEN,LEELA KISHAN JATAV,M,SC,66,IND,1542,5
159,SEHORE ,GEN,MAKHAN SINGH SOLANKI,M,SC,37,IND,422,10
159,SEHORE ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2379,4
159,SEHORE ,GEN,PARVAT SINGH MEWADA,M,GEN,51,SHS,1194,6
159,SEHORE ,GEN,SUDESH RAI,M,GEN,44,IND,63604,1
159,SEHORE ,GEN,USHA RAMESH SAXENA,F,GEN,51,BJP,61978,2
160,NARSINGHGARH,GEN,GIRISH,M,GEN,35,IND,1288,6
160,NARSINGHGARH,GEN,GIRISH BHANDARI,M,GEN,48,INC,85847,1
160,NARSINGHGARH,GEN,MOHAN DADA,M,GEN,35,IND,1297,5
160,NARSINGHGARH,GEN,MOHAN SHARMA-MANGILAL,M,GEN,54,IND,875,7
160,NARSINGHGARH,GEN,MOHAN SHARMA-PREMNARAYAN,M,GEN,57,BJP,62829,2
160,NARSINGHGARH,GEN,MUNNA BHAI,M,GEN,46,BSP,2081,3
160,NARSINGHGARH,GEN,NEERAJ YADAV,M,GEN,30,IND,577,8
160,NARSINGHGARH,GEN,None of the Above,NULL,NULL,NULL,NOTA,1669,4
161,BIAORA,GEN,BALBIR CHOUDHARY  PATARKAR,M,GEN,57,IND,2836,3
161,BIAORA,GEN,DAULAT RAM DANGI,M,GEN,45,SP,1126,7
161,BIAORA,GEN,KALURAM KUSHWAHA,M,GEN,29,IND,474,9
161,BIAORA,GEN,NABAL SINGH DANGI,M,GEN,48,BSP,2599,4
161,BIAORA,GEN,NARAYAN SINGH,M,SC,32,IND,1074,8
161,BIAORA,GEN,NARAYAN SINGH PANWAR,M,GEN,57,BJP,75766,1
161,BIAORA,GEN,None of the Above,NULL,NULL,NULL,NOTA,1777,5
161,BIAORA,GEN,RAM CHANDRA DANGI,M,GEN,45,INC,72678,2
161,BIAORA,GEN,RAMCHARAN BHIL,M,ST,32,IND,1155,6
161,BIAORA,GEN,USMAN KHAN,M,GEN,43,IND,360,10
162,RAJGARH ,GEN,AMARSINGH YADAV,M,GEN,39,BJP,97735,1
162,RAJGARH ,GEN,ANARSINGH,M,GEN,49,IND,585,9
162,RAJGARH ,GEN,BALRAM BATHAM,M,GEN,49,IND,763,8
162,RAJGARH ,GEN,DEVILAL TANWAR,M,GEN,28,BSP,2125,4
162,RAJGARH ,GEN,FAKEER MOHAMMAD RUIWALE KHUJNER,M,GEN,60,IND,395,11
162,RAJGARH ,GEN,HARKOOBAI,F,GEN,35,IND,860,6
162,RAJGARH ,GEN,INDERSINGH TANWAR JAMSHERPURA,M,GEN,29,IND,778,7
162,RAJGARH ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2281,3
162,RAJGARH ,GEN,RAJESH BANAWADE,M,GEN,33,SamSP,275,13
162,RAJGARH ,GEN,RAMSAGAR GURJAR MUNJKHEDI,M,GEN,28,SP,345,12
162,RAJGARH ,GEN,RAMSHANKAR NAGAR DEHRI BAMAN WALE,M,GEN,33,BA S D,503,10
162,RAJGARH ,GEN,SHIVSINGH BAMLABE,M,GEN,56,INC,46524,2
162,RAJGARH ,GEN,THA. JAGDISH SINGH PARMAR,M,GEN,57,JND,1079,5
163,KHILCHIPUR,GEN,BRIJMOHAN SAXENA VAKIL,M,GEN,60,JND,567,9
163,KHILCHIPUR,GEN,ESHAK,M,GEN,44,IND,975,6
163,KHILCHIPUR,GEN,KUNWAR HAJARILAL DANGI,M,GEN,65,BJP,82712,1
163,KHILCHIPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,1633,4
163,KHILCHIPUR,GEN,PREMNARAYAN,M,GEN,51,SP,1475,5
163,KHILCHIPUR,GEN,PRIYAVRAT SINGH,M,GEN,35,INC,71233,2
163,KHILCHIPUR,GEN,RAMESHCHANDRA,M,SC,32,BA S D,794,7
163,KHILCHIPUR,GEN,RAMLAL-GANGARAM,M,GEN,62,BSP,2088,3
163,KHILCHIPUR,GEN,RODILAL DANGI,M,GEN,26,IND,608,8
164,SARANGPUR,SC,AMRITLAL PITA HARISINGH,M,SC,28,IND,395,7
164,SARANGPUR,SC,ANTAR SINGH,M,SC,25,IND,207,10
164,SARANGPUR,SC,GANGADHAR,M,SC,54,PRSP,214,9
164,SARANGPUR,SC,JAGDISH AHIRWAR,M,SC,34,SP,224,8
164,SARANGPUR,SC,JAGDISH MEHAR MALVIYA,M,SC,33,IND,727,6
164,SARANGPUR,SC,KRISHAN MOHAN MALVIYA,M,SC,42,INC,54995,2
164,SARANGPUR,SC,KUNWARJI KOTHAR,M,SC,53,BJP,73108,1
164,SARANGPUR,SC,None of the Above,NULL,NULL,NULL,NOTA,1324,4
164,SARANGPUR,SC,PRATAP VARMA URJAN VARMA,M,SC,34,BSP,2298,3
164,SARANGPUR,SC,RAJESH RATLIYA,M,SC,31,BA S D,732,5
165,SUSNER,GEN,AMBAVTIYA VALLABH BHAI,M,GEN,61,INC,51342,2
165,SUSNER,GEN,DILIP JAIN,M,GEN,38,BA S D,497,8
165,SUSNER,GEN,GOVIND RATHORE,M,GEN,36,SHS,618,7
165,SUSNER,GEN,JADAV RAMESH CHANDRA MEGHWAL,M,SC,46,IND,326,11
165,SUSNER,GEN,MURLIDHAR PATIDAR,M,GEN,43,BJP,79018,1
165,SUSNER,GEN,NAFISA PARVEEN,F,GEN,37,IND,451,9
165,SUSNER,GEN,None of the Above,NULL,NULL,NULL,NOTA,2292,5
165,SUSNER,GEN,OM PRAKASH SHARMA,M,GEN,49,SamSP,432,10
165,SUSNER,GEN,PATEL LALSINGH,M,GEN,43,IND,16064,3
165,SUSNER,GEN,RAKESH SHARMA,M,GEN,27,SP,287,12
165,SUSNER,GEN,SANJAY SINGH CHOUHAN,M,GEN,42,IND,1282,6
165,SUSNER,GEN,VIJAYSINGH CHOUHAN,M,GEN,50,BSP,3305,4
166,AGAR ,SC,BABULAL,M,SC,42,IND,1156,7
166,AGAR ,SC,BABULAL MALVIYA,M,SC,35,BA S D,5063,3
166,AGAR ,SC,GANGARAM,M,SC,39,BSP,1586,6
166,AGAR ,SC,KAILASH CHANDRA,M,SC,44,NCP,1683,5
166,AGAR ,SC,MADHAV SINGH,M,SC,39,INC,54867,2
166,AGAR ,SC,MANOHAR OONTWAL,M,SC,47,BJP,83726,1
166,AGAR ,SC,None of the Above,NULL,NULL,NULL,NOTA,2141,4
166,AGAR ,SC,RAMLAL MALVIYA,M,SC,65,IND,1074,8
167,SHAJAPUR ,GEN,ADVOCATE MOHAMMAD YUNUS KHAN,M,GEN,52,IND,1239,8
167,SHAJAPUR ,GEN,AMIN LALA AMAN,M,GEN,59,BSP,2758,3
167,SHAJAPUR ,GEN,ARUN BHIMAWAD,M,GEN,44,BJP,76911,1
167,SHAJAPUR ,GEN,DARBAR JAISINGH,M,GEN,40,IND,259,11
167,SHAJAPUR ,GEN,DILIP SINGH RAJPUT,M,GEN,38,IND,674,9
167,SHAJAPUR ,GEN,KAMAL PARMAR,M,GEN,33,IND,232,12
167,SHAJAPUR ,GEN,KARADA HUKUM SINGH,M,GEN,56,INC,74973,2
167,SHAJAPUR ,GEN,MANOHAR SINGH KATARIYA,M,SC,35,BA S D,1626,6
167,SHAJAPUR ,GEN,NEERAJ PATIDAR,M,GEN,27,IND,376,10
167,SHAJAPUR ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2401,4
167,SHAJAPUR ,GEN,RAJESH SORASHTRIYA,M,SC,34,IND,1315,7
167,SHAJAPUR ,GEN,SITARAM,M,GEN,28,IND,1775,5
168,SHUJALPUR,GEN,BAINTIPRASAD,M,GEN,44,IND,403,8
168,SHUJALPUR,GEN,JASWANTSINGH HADA,M,GEN,54,BJP,56637,1
168,SHUJALPUR,GEN,KAVI MANOHAR BOUDDH,M,SC,35,BSP,1235,5
168,SHUJALPUR,GEN,MAHENDRA JOSHI,M,GEN,55,INC,47981,2
168,SHUJALPUR,GEN,MAZHAR ALI,M,GEN,60,IND,868,7
168,SHUJALPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,3002,4
168,SHUJALPUR,GEN,RAMESH KATARIYA,M,SC,42,BA S D,1177,6
168,SHUJALPUR,GEN,YOGENDRA MANOHARSINGH 'BANTI',M,GEN,40,IND,32020,3
169,KALAPIPAL,GEN,BANE SINGH MEWADA,M,GEN,42,IND,538,7
169,KALAPIPAL,GEN,DR. LAXMAN SINGH RAIKWAL,M,SC,43,IND,966,6
169,KALAPIPAL,GEN,DURGA PRASAD CHANDRAWANSHI,M,GEN,37,IND,215,11
169,KALAPIPAL,GEN,INDERSINGH PARMAR,M,GEN,49,BJP,75330,1
169,KALAPIPAL,GEN,KAILASH NARAYAN SHARMA,M,GEN,62,IND,375,9
169,KALAPIPAL,GEN,KEDARSINGH MANDLOI,M,GEN,66,INC,65757,2
169,KALAPIPAL,GEN,None of the Above,NULL,NULL,NULL,NOTA,2047,3
169,KALAPIPAL,GEN,PREMSINGH SISODIYA,M,GEN,61,IND,348,10
169,KALAPIPAL,GEN,RAMCHARAN KHELWAR,M,SC,33,BSP,1420,4
169,KALAPIPAL,GEN,VIKRAM SINGH (AGARBATTI WALA),M,SC,43,IND,1182,5
169,KALAPIPAL,GEN,VIRENDRA SINGH RAJPUT,M,GEN,34,SHS,466,8
170,SONKATCH ,SC,ARJUN VERMA,M,SC,62,INC,70764,2
170,SONKATCH ,SC,DEEPAK MALVIYA,M,SC,30,SamSP,111,14
170,SONKATCH ,SC,DR. ANWAR SINGH SISODIYA,M,SC,36,BHBP,1029,8
170,SONKATCH ,SC,GOVERDHANLAL,M,SC,43,IND,338,12
170,SONKATCH ,SC,HEMRAJ SINGH BAMNIYA,M,SC,39,IND,1820,6
170,SONKATCH ,SC,None of the Above,NULL,NULL,NULL,NOTA,2617,4
170,SONKATCH ,SC,PROF. B.S. MALVIYA,M,SC,70,PRSP,533,10
170,SONKATCH ,SC,RAJENDRA PHULCHAND VERMA,M,SC,36,BJP,72644,1
170,SONKATCH ,SC,RAJENDRA VERMA,M,SC,40,IND,970,9
170,SONKATCH ,SC,RAJESH SILAWAT,M,SC,46,IND,1353,7
170,SONKATCH ,SC,RAMESH CHANDRA MALVIYA,M,SC,61,IND,354,11
170,SONKATCH ,SC,RATANLAL MALVIYA,M,SC,57,IND,4715,3
170,SONKATCH ,SC,SANJAY SANGTA BHAYYA,M,SC,43,BSP,2072,5
170,SONKATCH ,SC,TEJSINGH SISODIYA (MALVIYA),M,SC,46,SP,211,13
171,DEWAS,GEN,HAZI HATAMBHAI (DARBAR),M,GEN,48,SP,379,6
171,DEWAS,GEN,IQBAL KHAN,M,GEN,38,IND,91,13
171,DEWAS,GEN,ISHWAR SINGH  RAJPOOT,M,GEN,40,JD(U),688,5
171,DEWAS,GEN,JITENDRA MALI,M,GEN,41,IND,148,12
171,DEWAS,GEN,KAMAL SONI,M,GEN,57,IND,224,10
171,DEWAS,GEN,MADHURI BAIRAGI,F,GEN,46,IND,374,7
171,DEWAS,GEN,MUNNI SETH - RAJENDRA SHARMA,M,GEN,57,BSP,1737,4
171,DEWAS,GEN,NARENDRA SINGH GOUD,M,GEN,46,IND,200,11
171,DEWAS,GEN,None of the Above,NULL,NULL,NULL,NOTA,2883,3
171,DEWAS,GEN,OMPRAKASH ROJWAL,M,SC,37,PRSP,224,9
171,DEWAS,GEN,PANKAJ MEHTA,M,GEN,33,IND,316,8
171,DEWAS,GEN,REKHA VERMA,F,GEN,51,INC,50541,2
171,DEWAS,GEN,TUKOJIRAO PUAR,M,GEN,49,BJP,100660,1
172,HATPIPLIYA,GEN,ASHOK PATEL,M,GEN,25,IND,834,7
172,HATPIPLIYA,GEN,BRAHMANAND CHOUDHARY,M,GEN,27,IND,1029,6
172,HATPIPLIYA,GEN,DEEPAK KAILASH  JOSHI,M,GEN,51,BJP,68824,1
172,HATPIPLIYA,GEN,LILADHAR CHOUHAN,M,SC,40,IND,483,8
172,HATPIPLIYA,GEN,MADAN  PAHALWAN,M,SC,50,PRSP,1239,5
172,HATPIPLIYA,GEN,MUKESH SONGARA,M,SC,32,BSP,2748,3
172,HATPIPLIYA,GEN,None of the Above,NULL,NULL,NULL,NOTA,2131,4
172,HATPIPLIYA,GEN,TH.RAJENDRA SINGH BAGHEL,M,GEN,68,INC,62649,2
173,KHATEGAON,GEN,AASHISH GOVIND SHARMA,M,GEN,35,BJP,79968,1
173,KHATEGAON,GEN,ARJUN ARYA,M,GEN,30,SP,1865,5
173,KHATEGAON,GEN,B.S. MEENA (FOUJI ),M,GEN,30,BSP,2734,3
173,KHATEGAON,GEN,CHANDRASHEKHAR TIWARI,M,GEN,44,IND,383,10
173,KHATEGAON,GEN,HARI SINGH BHALAVI,M,ST,65,IND,574,7
173,KHATEGAON,GEN,JAYDEEP PACHORI,M,GEN,42,JND,396,9
173,KHATEGAON,GEN,MOHAMMAD SHABBIR KHAN,M,GEN,35,IND,914,6
173,KHATEGAON,GEN,None of the Above,NULL,NULL,NULL,NOTA,2312,4
173,KHATEGAON,GEN,RAMBAGAS BHARTI,M,SC,42,ABGP,541,8
173,KHATEGAON,GEN,SHYAM HOLANI,M,GEN,68,INC,58251,2
174,BAGLI,ST,BHEEM SINGH MORYA,M,ST,42,BSP,1759,4
174,BAGLI,ST,CHAMPALAL DEVDA,M,ST,44,BJP,87580,1
174,BAGLI,ST,GANAPAT SINGH GOYAL,M,ST,54,SP,983,6
174,BAGLI,ST,KU ASHA BHARGAV,F,ST,26,IND,885,7
174,BAGLI,ST,None of the Above,NULL,NULL,NULL,NOTA,2938,3
174,BAGLI,ST,RAJENDRA-KEDAR,M,ST,50,IND,1070,5
174,BAGLI,ST,TERSINGH DEVDA,M,ST,54,INC,62248,2
175,MANDHATA ,GEN,LOKENDRA SINGH TOMAR,M,GEN,47,BJP,65327,1
175,MANDHATA ,GEN,NARAYAN PATEL,M,GEN,57,INC,60990,2
175,MANDHATA ,GEN,None of the Above,NULL,NULL,NULL,NOTA,3119,3
175,MANDHATA ,GEN,RAJESH PAWAR,M,GEN,26,IND,2063,4
175,MANDHATA ,GEN,RAMESH BHASKAR,M,ST,32,BSP,2048,5
175,MANDHATA ,GEN,RAMGOPAL MALVIYA,M,GEN,41,IND,838,6
176,HARSUD,ST,BHAIYALAL (MAIKAL),M,ST,42,IND,19967,3
176,HARSUD,ST,KUVAR VIJAY SHAH,M,ST,49,BJP,73880,1
176,HARSUD,ST,None of the Above,NULL,NULL,NULL,NOTA,5301,4
176,HARSUD,ST,RAMSINGH DEVDA (CHOUHAN),M,ST,35,IND,1240,7
176,HARSUD,ST,SURAJBHANU SOLANKI,M,ST,53,INC,30309,2
176,HARSUD,ST,VANDANA GENDALAL PATIL (DINKAR),F,ST,32,IND,1666,6
176,HARSUD,ST,VIJAY SINGH UAIKE,M,ST,32,BSP,2391,5
177,KHANDWA,SC,DEVENDRA VERMA,M,SC,38,BJP,89074,1
177,KHANDWA,SC,DINESH RATHORE,M,SC,33,BSP,2778,4
177,KHANDWA,SC,MOHAN DHAKASE,M,SC,49,INC,55003,2
177,KHANDWA,SC,None of the Above,NULL,NULL,NULL,NOTA,4314,3
178,PANDHANA ,ST,NANDU BARE,M,ST,55,INC,72471,2
178,PANDHANA ,ST,None of the Above,NULL,NULL,NULL,NOTA,5349,3
178,PANDHANA ,ST,SHANKAR MORE,M,ST,29,BSP,4124,4
178,PANDHANA ,ST,YOGITA NAVALSING BORKER (BHABHI),F,ST,34,BJP,89732,1
179,NEPANAGAR ,ST,ANTARSINGH ARYA BHACHARIYAN,M,ST,55,SP,903,8
179,NEPANAGAR ,ST,BHALSINGH VERSINGH DAHADIYA,M,ST,49,BSP,4394,4
179,NEPANAGAR ,ST,MANGALSINGH SANUKASDE,M,ST,64,RPI(A),1508,7
179,NEPANAGAR ,ST,None of the Above,NULL,NULL,NULL,NOTA,4740,3
179,NEPANAGAR ,ST,RAJENDRA SHYAMLAL  DADU(RAJU BHAIYYA),M,ST,51,BJP,87224,1
179,NEPANAGAR ,ST,RAMKISHAN PATEL,M,ST,56,INC,65046,2
179,NEPANAGAR ,ST,SUNEETA PREMSINGH JAMARA,F,ST,25,NCP,2299,5
179,NEPANAGAR ,ST,VERSINGH,M,ST,48,LJP,2194,6
180,BURHANPUR,GEN,ABDUL IRSAD QURESHI,M,GEN,57,BSP,1970,5
180,BURHANPUR,GEN,AJAYSINGH RAGHUVANSHI,M,GEN,42,INC,81599,2
180,BURHANPUR,GEN,ARCHNA CHITNIS DIDI,F,GEN,49,BJP,104426,1
180,BURHANPUR,GEN,ISAMUDDEEN  LEADER,M,GEN,49,SAP,340,9
180,BURHANPUR,GEN,MAHESH MAWALE,M,SC,43,RPI(A),137,13
180,BURHANPUR,GEN,MO.SADIQ JAHAJVALA,M,GEN,62,SP,199,11
180,BURHANPUR,GEN,MOHAN PATIL,M,GEN,64,IND,442,7
180,BURHANPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,3925,3
180,BURHANPUR,GEN,PREMCHAND NAGRAJ,M,GEN,38,IND,215,10
180,BURHANPUR,GEN,QAZI FARIDUDDIN,M,GEN,37,NCP,2053,4
180,BURHANPUR,GEN,SANJAY GARE,M,SC,39,LJP,165,12
180,BURHANPUR,GEN,SHEKH SHARIF SHEKH IKBAL,M,GEN,37,IND,1680,6
180,BURHANPUR,GEN,ZAHIR UDDEEN ARSH,M,GEN,36,IUML,407,8
181,BHIKANGAON,ST,D.R. BARDE,M,ST,55,BSP,3279,5
181,BHIKANGAON,ST,JHUMA SOLANKI,F,ST,46,INC,72060,1
181,BHIKANGAON,ST,KHAJAN CHOUHAN,M,ST,42,NCP,3338,4
181,BHIKANGAON,ST,NANDA BRAHAMNE,F,ST,37,BJP,69661,2
181,BHIKANGAON,ST,None of the Above,NULL,NULL,NULL,NOTA,3719,3
182,BADWAHA,GEN,ARJUN DANGI,M,GEN,37,IND,506,10
182,BADWAHA,GEN,GOPALSINGH KARAN SINGH SOLANKI,M,GEN,25,IND,1123,6
182,BADWAHA,GEN,HITENDRA SINH DHYAN SINH SOLANKI,M,GEN,49,BJP,67600,1
182,BADWAHA,GEN,KAILASH ROKDE,M,SC,56,BSP,3273,4
182,BADWAHA,GEN,None of the Above,NULL,NULL,NULL,NOTA,2897,5
182,BADWAHA,GEN,PARAMANAND TANTU,M,GEN,45,IND,888,8
182,BADWAHA,GEN,RAJENDRA SINGH DHAYAN SINGH SOLANKI,M,GEN,57,INC,14323,3
182,BADWAHA,GEN,RAJESH GUJAR,M,GEN,31,NCP,647,9
182,BADWAHA,GEN,SACHIN BIRLA,M,GEN,34,IND,61970,2
182,BADWAHA,GEN,SANTOSH CHOUDHARY (MUNNA GURJAR),M,GEN,41,SP,1054,7
183,MAHESHWAR,SC,DAYARAM SADHO,M,SC,62,IND,666,10
183,MAHESHWAR,SC,FULCHAND CHOUHAN,M,SC,46,IND,1026,8
183,MAHESHWAR,SC,FULCHAND WASUNDE TELARS,M,SC,47,PRSP,1490,4
183,MAHESHWAR,SC,GOYAL SANDEEP,M,SC,31,IND,209,11
183,MAHESHWAR,SC,GYANCHAND BABULAL RANSURE,M,SC,47,IND,1384,5
183,MAHESHWAR,SC,JITENDRA BHARGAV,M,SC,30,NCP,1194,7
183,MAHESHWAR,SC,KHANDE BABU,M,SC,49,IND,159,13
183,MAHESHWAR,SC,KHANDE HARIRAM,M,SC,47,IND,137,14
183,MAHESHWAR,SC,MEV RAJKUMAR,M,SC,43,BJP,74320,1
183,MAHESHWAR,SC,None of the Above,NULL,NULL,NULL,NOTA,1753,3
183,MAHESHWAR,SC,RAMESH MANSORE,M,SC,43,BSP,1233,6
183,MAHESHWAR,SC,SHAHANI RAJENDRA KUMAR,M,SC,39,RPI(A),180,12
183,MAHESHWAR,SC,SUNIL KHANDE,M,SC,42,INC,69593,2
183,MAHESHWAR,SC,SUNITA TATWARE,F,SC,29,IND,667,9
184,KASRAWAD,GEN,ATMARAM - PATEL,M,GEN,47,BJP,67880,2
184,KASRAWAD,GEN,ATMARAM PATEL,M,GEN,37,IND,1908,4
184,KASRAWAD,GEN,BHAGAWAN - BADOLE,M,SC,52,BSP,1618,5
184,KASRAWAD,GEN,COMRADE MANGILAL NIHAL,M,GEN,50,CPI,1216,6
184,KASRAWAD,GEN,KAMAL CHOUHAN,M,SC,38,IND,1165,7
