AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY ABBREviation,Total valid votes polled,POSITION
123,AMARWARA,ST,MANMOHAN SHAH BATTI,M,ST,51,ABGP,46379,3
123,AMARWARA,ST,None of the Above,NULL,NULL,NULL,NOTA,8232,4
123,AMARWARA,ST,SANTI RAJ,F,ST,46,GGP,2062,8
123,AMARWARA,ST,SIYALAL UIKEY,M,ST,30,IND,3632,7
123,AMARWARA,ST,SUSHIL  AHKE,M,ST,26,SP,1387,10
123,AMARWARA,ST,UTTAM PREMNARAYAN THAKUR,M,ST,31,BJP,51621,2
124,CHURAI,GEN,CHOUDHARY GAMBHEER SINGH,M,GEN,61,INC,57179,2
124,CHURAI,GEN,DINESH KUMAR PRAJAPATEE,M,GEN,31,BSP,1928,6
124,CHURAI,GEN,GAURISHANKAR LODHI,M,GEN,32,IND,505,12
124,CHURAI,GEN,JAYDEEP  YADAV (DEEPA YADAV),F,GEN,48,IND,436,13
124,CHURAI,GEN,JHAMKLAL SARYAM,M,ST,36,ABGP,8511,3
124,CHURAI,GEN,LIKKHU KUMRE,M,ST,48,IND,1207,8
124,CHURAI,GEN,NARESH INVATI,M,ST,30,IND,1009,9
124,CHURAI,GEN,None of the Above,NULL,NULL,NULL,NOTA,3464,4
124,CHURAI,GEN,PRASHANT SHARMA,M,GEN,37,GGP,942,10
124,CHURAI,GEN,PT. RAMESH DUDEY,M,GEN,57,BJP,70810,1
124,CHURAI,GEN,RADHESHYAM BATTY,M,ST,33,IND,704,11
124,CHURAI,GEN,RAJESH VERMA,M,GEN,29,SP,370,15
124,CHURAI,GEN,SANJAY VERMA,M,GEN,44,NPEP,397,14
124,CHURAI,GEN,SIYARAM BELVANSHI,M,SC,40,IND,1456,7
124,CHURAI,GEN,THAKUR VIRENDRA SINGH RAGHUVANSHI,M,GEN,59,IND,2178,5
125,SAUSAR,GEN,ARCH.SANJAY SOMKUWAR,M,SC,42,BSP,5701,3
125,SAUSAR,GEN,BHAGVAT MAHAJAN,M,GEN,67,INC,60841,2
125,SAUSAR,GEN,CHANDRASHEKHAR(BABA) PARADKAR,M,GEN,40,IND,377,12
125,SAUSAR,GEN,DEORAO PATURKAR,M,GEN,71,IND,1093,6
125,SAUSAR,GEN,FOGAL BANSOD,M,SC,63,RPI(A),339,13
125,SAUSAR,GEN,GAJANAN MADKE,M,SC,36,IND,199,15
125,SAUSAR,GEN,GOPAL KOTHE,M,GEN,28,IND,839,10
125,SAUSAR,GEN,MANOHAR PARTETI,M,ST,46,GGP,1034,7
125,SAUSAR,GEN,NANABHAU MOHOD,M,GEN,58,BJP,69257,1
125,SAUSAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,4200,4
125,SAUSAR,GEN,RAVISHANKAR BABU,M,GEN,37,IND,908,8
125,SAUSAR,GEN,SANJAY KOLHATKAR,M,GEN,35,SP,259,14
125,SAUSAR,GEN,SHYAM  SHIVHARE,M,GEN,63,IND,2597,5
125,SAUSAR,GEN,VIKAS BANSOD,M,GEN,33,SHS,427,11
125,SAUSAR,GEN,YASHAVANT BAPU  BOBADE,M,GEN,60,ABGP,872,9
126,CHHINDWARA,GEN,ABDUL SAMAD KHAN (PATEL),M,GEN,49,IND,179,13
126,CHHINDWARA,GEN,ARVIND YADAV,M,GEN,42,SP,305,10
126,CHHINDWARA,GEN,BALVIR SINGH YADAV,M,GEN,34,IND,478,7
126,CHHINDWARA,GEN,BHAI HEMENDRA (BANTI) GOHAR,M,SC,29,SHS,147,15
126,CHHINDWARA,GEN,CHOUDHARY CHANDRABHANSINGH KUBERSINGH,M,GEN,51,BJP,97769,1
126,CHHINDWARA,GEN,DEEPAK SAXENA,M,GEN,58,INC,72991,2
126,CHHINDWARA,GEN,DURGA HEMRAJ CHOURE,F,SC,36,BSP,1366,5
126,CHHINDWARA,GEN,ENG KRIPA SHANKAR YADAV,M,GEN,53,IND,170,14
126,CHHINDWARA,GEN,KALAM ALI,M,GEN,48,GGP,419,8
126,CHHINDWARA,GEN,MANGAL SINGH RATHOR,M,GEN,31,NPEP,83,16
126,CHHINDWARA,GEN,MANOJ UIKE,M,ST,35,IND,270,11
126,CHHINDWARA,GEN,None of the Above,NULL,NULL,NULL,NOTA,5049,3
126,CHHINDWARA,GEN,R K MARKAM,M,ST,33,IND,261,12
126,CHHINDWARA,GEN,SANDEEP KUMAR BHASKAR,M,SC,35,IND,773,6
126,CHHINDWARA,GEN,SHRICHAND CHOURIYA,M,GEN,40,IND,2444,4
126,CHHINDWARA,GEN,SUBHASH SHUKLA,M,GEN,44,IND,365,9
127,PARASIYA ,SC,DEVLAL DEHARIYA,M,SC,59,IND,2073,5
127,PARASIYA ,SC,DEVRAJ BAVARIYA,M,SC,41,BSP,1600,6
127,PARASIYA ,SC,DILIP KUMAR GAJBHIYE,M,SC,35,IND,742,8
127,PARASIYA ,SC,JITENDRA CHOUHAN,M,SC,30,IND,616,9
127,PARASIYA ,SC,None of the Above,NULL,NULL,NULL,NOTA,4627,4
127,PARASIYA ,SC,RAJESH MOHABIYA,M,SC,38,IND,1023,7
127,PARASIYA ,SC,SOHANLAL VALMIK,M,SC,50,INC,72235,1
127,PARASIYA ,SC,TARACHAND BAVARIYA,M,SC,52,BJP,65373,2
127,PARASIYA ,SC,VISHNU DEHARIYA,M,SC,32,ABGP,4924,3
128,PANDHURNA,ST,ARUN EVANATI,M,ST,30,SHS,1846,8
128,PANDHURNA,ST,DR. BABULAL KHANDATE,M,ST,65,IND,359,14
128,PANDHURNA,ST,JAGDISH UIKEY,M,ST,36,BSP,3271,5
128,PANDHURNA,ST,JATAN UIKY,M,ST,41,INC,61741,1
128,PANDHURNA,ST,None of the Above,NULL,NULL,NULL,NOTA,4251,3
128,PANDHURNA,ST,PRAHLAD SING KUSHRE,M,ST,44,GGP,3547,4
128,PANDHURNA,ST,RAMESHVAR SIRSAM,M,ST,35,IND,781,13
128,PANDHURNA,ST,RAMPYARI WIFE OF DEWRAM SARYAM,F,ST,44,ABGP,1155,10
128,PANDHURNA,ST,RAMSING  SON OF BIRJU UIKEY,M,ST,46,IND,931,12
128,PANDHURNA,ST,SHAILENDRA UIKEY,M,ST,33,IND,1036,11
128,PANDHURNA,ST,SHIVAJI VARKADE,M,ST,62,IND,1282,9
128,PANDHURNA,ST,SUNIL MARSKOLE,M,ST,33,IND,2217,7
128,PANDHURNA,ST,SURESH UIKE,M,ST,33,IND,2740,6
128,PANDHURNA,ST,TIKARAM KORACHI,M,ST,43,BJP,60263,2
129,MULTAI,GEN,ANAND RAO KUMRE,M,ST,50,GGP,774,10
129,MULTAI,GEN,ANIL SONI,M,GEN,49,SP,1924,6
129,MULTAI,GEN,ARTI,F,GEN,30,NCP,2076,5
129,MULTAI,GEN,CHANDRASHEKHAR DESMUKH,M,GEN,57,BJP,84354,1
129,MULTAI,GEN,DHANRAJ JHARBADE,M,SC,39,BSP,2775,4
129,MULTAI,GEN,HARIRAM JAYRAM NAGLE,M,SC,41,IND,1455,7
129,MULTAI,GEN,LAKHANLAL MAYWAD,M,GEN,48,IND,927,9
129,MULTAI,GEN,None of the Above,NULL,NULL,NULL,NOTA,2921,3
129,MULTAI,GEN,RAJNEESH GIREY,M,GEN,44,SHS,936,8
129,MULTAI,GEN,SUKHDEV PANSE,M,GEN,45,INC,52485,2
130,AMLA,SC,ASHOK BHORSE,M,SC,37,GGP,4116,6
130,AMLA,SC,ATULKAR VIJAY KUMAR,M,SC,38,IND,599,10
130,AMLA,SC,AZAD CHANDRASHEKHER PANDOLE SAMAJ SAVEK,M,SC,46,IND,499,13
130,AMLA,SC,BECHEN RAM,M,SC,72,SP,4377,5
130,AMLA,SC,BELE SUNITA,F,SC,42,INC,38337,2
130,AMLA,SC,CHAITRAM MANEKAR,M,SC,66,BJP,77939,1
130,AMLA,SC,DILIP,M,SC,45,RPI(A),363,14
130,AMLA,SC,HARIPLAL BIHARE,M,SC,45,IND,1209,7
130,AMLA,SC,KISHANLAL,M,SC,34,IND,770,9
130,AMLA,SC,KUNWARLAL CHAUKIKER,M,SC,65,IND,584,12
130,AMLA,SC,None of the Above,NULL,NULL,NULL,NOTA,5465,3
130,AMLA,SC,PRABHU MASTKER,M,SC,44,BSP,4783,4
130,AMLA,SC,VINAYAK ZHARBADE,M,SC,43,IND,588,11
130,AMLA,SC,VIRENDRA KUMAR,M,SC,30,IND,1095,8
131,BETUL,GEN,HEMANT VIJAY KHANDELWAL,M,GEN,49,BJP,82949,1
131,BETUL,GEN,HEMANT WAGADRE,M,GEN,40,INC,58602,2
131,BETUL,GEN,KAVITA SHABLE,F,GEN,34,SP,1580,6
131,BETUL,GEN,KHANDELWAL RAJEEVA G.D.,M,GEN,58,IND,4310,3
131,BETUL,GEN,MALTI BHAGATSING PARSAIYA,F,SC,45,BSP,1348,8
131,BETUL,GEN,MANISH NAMDEV,M,GEN,36,IND,1326,9
131,BETUL,GEN,None of the Above,NULL,NULL,NULL,NOTA,3800,4
131,BETUL,GEN,SANT KUMAR ARYA,M,GEN,60,IND,1381,7
131,BETUL,GEN,UDAY SONI,M,GEN,44,NCP,1722,5
132,GHODADONGRI,ST,BRAMHA,M,ST,46,INC,69709,2
132,GHODADONGRI,ST,MANGAL SINGH LOKHNDE,M,ST,55,SWJP,1536,7
132,GHODADONGRI,ST,None of the Above,NULL,NULL,NULL,NOTA,5926,3
132,GHODADONGRI,ST,RAKESH DHURVEY,M,ST,29,GGP,1850,6
132,GHODADONGRI,ST,RAMNARAYAN ASHOK KALME,M,ST,25,SP,1984,5
132,GHODADONGRI,ST,SAJJAN SINGH UEIKEY,M,ST,52,BJP,77793,1
132,GHODADONGRI,ST,SOHAN LAL UIKEY,M,ST,35,BSP,2481,4
133,BHAINSDEHI,ST,DHARMUSINGH SIRSAM,M,ST,53,INC,64642,2
133,BHAINSDEHI,ST,GUNWANT UIKEY,M,ST,35,IND,1558,7
133,BHAINSDEHI,ST,KAILASH KAWADE,M,ST,44,SHS,786,9
133,BHAINSDEHI,ST,MAHENDRA  KESHARSINGH CHOUHAN,M,ST,41,BJP,77918,1
133,BHAINSDEHI,ST,None of the Above,NULL,NULL,NULL,NOTA,7929,3
133,BHAINSDEHI,ST,RAMJI WADIWA,M,ST,38,BSP,2845,5
133,BHAINSDEHI,ST,SANTOBAI SARIYAM,F,ST,48,NCP,844,8
133,BHAINSDEHI,ST,SHYAMLAL UIKEY,M,ST,55,GGP,1606,6
133,BHAINSDEHI,ST,SUBHASH,M,ST,31,IND,3266,4
134,TIMARNI,ST,LAXMI NARAYAN UIKEY,M,ST,73,BSP,2159,6
134,TIMARNI,ST,MANGILAL KAJALE,M,ST,33,IND,2397,4
134,TIMARNI,ST,None of the Above,NULL,NULL,NULL,NOTA,3991,3
134,TIMARNI,ST,RAMDIN,M,ST,65,SWJP,2372,5
134,TIMARNI,ST,RAMESH RADHELAL IVNE,M,ST,48,INC,45995,2
134,TIMARNI,ST,SANJAY SHAH MAKDAI,M,ST,40,BJP,62502,1
134,TIMARNI,ST,VIRENDRA SINGH SANVLEKAR SONU,M,ST,29,IND,1339,7
135,HARDA  ,GEN,BHAI RAJENDRA PATEL DEVTALAV,M,GEN,52,IND,1318,6
135,HARDA  ,GEN,BHARAT SINGH,M,GEN,44,IND,189,12
135,HARDA  ,GEN,DEV KISAN SARAF,M,GEN,49,IND,215,11
135,HARDA  ,GEN,KAMAL PATEL,M,GEN,53,BJP,69956,2
135,HARDA  ,GEN,None of the Above,NULL,NULL,NULL,NOTA,3326,3
135,HARDA  ,GEN,P VINAY KUMAR SHARMA ADVOCATE,M,GEN,39,IND,1320,5
135,HARDA  ,GEN,PAWAN SHARMA ADVOCATE,M,GEN,34,IND,292,10
135,HARDA  ,GEN,R K DOGNE,M,GEN,47,INC,74607,1
135,HARDA  ,GEN,SAROJ BAI CHORASIYA,F,SC,30,BSP,1914,4
135,HARDA  ,GEN,SHAMIM MODI,F,GEN,51,SWJP,856,7
135,HARDA  ,GEN,VIKRANT,M,GEN,27,IND,489,8
135,HARDA  ,GEN,YOGENDRA KUMAR BHATT,M,GEN,45,IND,341,9
136,SEONI MALWA,GEN,ADITYA NARAYAN,M,GEN,48,NCP,1565,7
136,SEONI MALWA,GEN,DADA HAJARI LAL RAGHUWANSHI,M,GEN,83,INC,65827,2
136,SEONI MALWA,GEN,FAGRAM,M,ST,42,SWJP,6565,3
136,SEONI MALWA,GEN,GOPAL KRISHNA YADUWANSHI,M,GEN,28,IND,1169,9
136,SEONI MALWA,GEN,HARIOM SINGH,M,GEN,51,IND,1447,8
136,SEONI MALWA,GEN,KASHINATH UPADHYAY,M,GEN,72,IND,832,10
136,SEONI MALWA,GEN,None of the Above,NULL,NULL,NULL,NOTA,3727,4
136,SEONI MALWA,GEN,RAJESH BAKORIYA SON OF KALIRAM BAKORIYA (SOYAT),M,SC,40,BSP,3698,5
136,SEONI MALWA,GEN,SARTAJ SINGH,M,GEN,73,BJP,78374,1
136,SEONI MALWA,GEN,YOGESH,M,GEN,37,IND,1660,6
137,HOSHANGABAD,GEN,BRIJ MOHAN SINGH TOMAR,M,GEN,64,IND,786,6
137,HOSHANGABAD,GEN,DHANIRAM GAUR (CHATAK),M,GEN,28,IND,1364,5
137,HOSHANGABAD,GEN,DR SITA SHARAN SHARMA,M,GEN,63,BJP,91760,1
137,HOSHANGABAD,GEN,MADHU PATEL,M,GEN,46,BSP,3256,3
137,HOSHANGABAD,GEN,None of the Above,NULL,NULL,NULL,NOTA,2837,4
137,HOSHANGABAD,GEN,RAVI KISHOR JAISWAL,M,GEN,48,INC,42464,2
138,SOHAGPUR,GEN,BHUPENDRA MAHENDRA SINGH TOMAR,M,GEN,40,IND,1936,5
138,SOHAGPUR,GEN,DINESH AHIRWAR,M,SC,27,BSP,2150,4
138,SOHAGPUR,GEN,KAMTA PRASAD,M,GEN,52,IND,330,12
138,SOHAGPUR,GEN,KANCHHEDILAL SAHU,M,GEN,45,SamSP,1889,6
138,SOHAGPUR,GEN,MOHANLAL CHOHAN,M,GEN,50,IND,540,10
138,SOHAGPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,3256,3
138,SOHAGPUR,GEN,RAJU YADAV,M,GEN,32,IND,1165,8
138,SOHAGPUR,GEN,RANVEER SINGH GALCHA,M,GEN,34,INC,63968,2
138,SOHAGPUR,GEN,SANJAY,M,SC,31,BA S D,1031,9
138,SOHAGPUR,GEN,SHEIKH HASEEB,M,GEN,28,IND,1436,7
138,SOHAGPUR,GEN,SHEKH AASHIQ (ENGINE MECHANIC),M,GEN,34,IND,348,11
138,SOHAGPUR,GEN,VIJAYPAL SINGH,M,GEN,50,BJP,92859,1
139,PIPARIYA,SC,BABLU AHIRWAR,M,SC,32,BA S D,1008,8
139,PIPARIYA,SC,CHHOTELAL MAHALWANSHI URPH CHHOTE BHAIYA,M,SC,39,IND,584,10
139,PIPARIYA,SC,DHARMDAS (DHARMENDRA BHAIYA),M,SC,30,BSP,3124,5
139,PIPARIYA,SC,HAKAM SINGH MEHRA,M,SC,35,IND,6546,3
139,PIPARIYA,SC,HARI RAM GARWAL,M,SC,72,GGP,2505,6
139,PIPARIYA,SC,KADORILAL GOLIYA,M,SC,59,RPI,1262,7
139,PIPARIYA,SC,None of the Above,NULL,NULL,NULL,NOTA,4219,4
139,PIPARIYA,SC,RAJENDRA PRASAD MADORIYA,M,SC,48,IND,967,9
139,PIPARIYA,SC,SMT MAMTA MANOJ NAGOTRA,F,SC,38,INC,40049,2
139,PIPARIYA,SC,THAKUR DAS NAGWANSHI,M,SC,48,BJP,91206,1
140,UDAIPURA,GEN,ATAR SINGH AHIRWAR,M,SC,27,BSP,2580,5
140,UDAIPURA,GEN,ATUL KUMAR  VISHNOI(MASTER HITLER),M,GEN,48,IND,1532,8
140,UDAIPURA,GEN,BHAGWAN SINGH RAJPUT,M,GEN,59,INC,46897,2
140,UDAIPURA,GEN,None of the Above,NULL,NULL,NULL,NOTA,3123,3
140,UDAIPURA,GEN,PURSOTTAM SINGH,M,GEN,45,GMS,2759,4
140,UDAIPURA,GEN,RAMKISHAN PATEL,M,GEN,61,BJP,90950,1
140,UDAIPURA,GEN,RASIK ALIAS BABLU RAGHU.,M,GEN,28,IND,1549,7
140,UDAIPURA,GEN,THAKUR HARI SINGH PATEL,M,GEN,44,IND,1849,6
141,BHOJPUR,GEN,ANIL MANDLOI,M,GEN,38,IND,485,14
141,BHOJPUR,GEN,BHAGWAN SINGH GURJAR,M,GEN,32,SHS,1352,7
141,BHOJPUR,GEN,CHANDRA BHAN SINGH GOND,M,ST,41,GMS,5620,3
141,BHOJPUR,GEN,ER. AJAY SINGH,M,GEN,46,IND,573,13
141,BHOJPUR,GEN,JALEEL KHAN,M,GEN,37,IND,866,8
141,BHOJPUR,GEN,KAMLESH,M,SC,41,GGP,2337,4
141,BHOJPUR,GEN,LAXMINARAYAN MEENA,M,GEN,42,BSP,1696,6
141,BHOJPUR,GEN,MANOJ KUMAR CHOUBEY,M,GEN,48,IND,757,9
141,BHOJPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,1964,5
141,BHOJPUR,GEN,RAMESH SINGH MASKARA,M,GEN,37,IND,731,10
141,BHOJPUR,GEN,SUNIL SERIYA,M,SC,36,LJP,610,12
141,BHOJPUR,GEN,SURENDRA PATWA,M,GEN,49,BJP,80491,1
141,BHOJPUR,GEN,SURESH PACHOURI,M,GEN,61,INC,60342,2
141,BHOJPUR,GEN,VAISHALI DHUMNE,F,GEN,35,NCP,638,11
142,SANCHI (SC),SC,AATHYA JITENDRA KUMAR,M,SC,25,AaSP,386,8
142,SANCHI (SC),SC,BIJRESH AHIRWAR,M,SC,31,IND,380,9
142,SANCHI (SC),SC,DR. GOURISHANKAR SHEJWAR,M,SC,63,BJP,85599,1
142,SANCHI (SC),SC,DR. PRABHURAM CHOUDHARY,M,SC,55,INC,64663,2
142,SANCHI (SC),SC,GENDALAL BANSHKAR,M,SC,49,IND,302,10
142,SANCHI (SC),SC,GHANSHYAM,M,SC,29,IND,233,11
142,SANCHI (SC),SC,GYANCHAND AHIRWAR,M,SC,44,PRBP,213,13
142,SANCHI (SC),SC,None of the Above,NULL,NULL,NULL,NOTA,2700,3
142,SANCHI (SC),SC,PAPPU AHIRWAR,M,SC,35,BA S D,701,6
142,SANCHI (SC),SC,RAMKISHAN JATAV,M,SC,37,BSP,1268,4
142,SANCHI (SC),SC,RATAN CHOUDHARY,M,SC,46,SP,541,7
142,SANCHI (SC),SC,SHIVDAYAL,M,SC,30,IND,978,5
142,SANCHI (SC),SC,SHRIMATI MEERAVAI RAJAK,F,SC,48,MPTY,232,12
143,SILWANI,GEN,ATHYA BHAGWAT SINGH,M,SC,33,AaSP,1371,7
143,SILWANI,GEN,BABU LAL PAHALWAN,M,SC,44,IND,554,13
143,SILWANI,GEN,BALVEER SINGH TOMAR,M,GEN,35,GMS,3628,3
143,SILWANI,GEN,DEVENDRA PATEL,M,GEN,43,INC,51848,2
143,SILWANI,GEN,GAJENDRA SINGH,M,GEN,48,IND,461,17
143,SILWANI,GEN,HEM RAJ SINGH ADVOCATE,M,GEN,40,JND,369,19
143,SILWANI,GEN,INDRAPAL SINGH,M,GEN,42,IND,621,12
143,SILWANI,GEN,KHANGAR NIRBHAY SINGH,M,SC,51,IND,1146,8
143,SILWANI,GEN,MANJU DUBEY,F,GEN,44,NCP,1011,9
143,SILWANI,GEN,MANMOHAN SINGH RAGHUWANSHI KISAN,M,GEN,46,IND,2429,4
143,SILWANI,GEN,MOH. NAFEES PATEL,M,GEN,42,RaP,484,14
143,SILWANI,GEN,MUNSHI LAL SILAWAT,M,SC,30,BA S D,472,15
143,SILWANI,GEN,None of the Above,NULL,NULL,NULL,NOTA,1009,10
143,SILWANI,GEN,PATEL MAHENDRA PURI GOSWAMI,M,GEN,28,BSP,2285,5
143,SILWANI,GEN,RAJESH SINGH,M,GEN,38,IND,1544,6
143,SILWANI,GEN,RAMKISHAN,M,GEN,40,IND,469,16
143,SILWANI,GEN,RAMPAL SINGH,M,GEN,57,BJP,68926,1
143,SILWANI,GEN,SAMPAT BAI IMNE,F,ST,31,GGP,931,11
143,SILWANI,GEN,SANTOSH KUMAR LODHI,M,GEN,37,RSMD,409,18
144,VIDISHA ,GEN,ADVOCATE AJAY KUSHWAH,M,GEN,44,IND,138,10
144,VIDISHA ,GEN,AJAY DUBEY,M,GEN,55,SamSP,767,5
144,VIDISHA ,GEN,DINESH  VISHWAKARMA,M,GEN,54,HJP,174,9
144,VIDISHA ,GEN,LALARAM MEENA,M,GEN,57,GGP,89,11
144,VIDISHA ,GEN,MOKAM SINGH PANTHI,M,SC,41,IND,466,7
144,VIDISHA ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1368,3
144,VIDISHA ,GEN,PRADEEP CHAUDHARY,M,SC,29,BSP,909,4
144,VIDISHA ,GEN,SHASHANK BHARGAVA,M,GEN,56,INC,56817,2
144,VIDISHA ,GEN,SHIVRAJ SINGH CHAUHAN,M,GEN,56,BJP,73783,1
144,VIDISHA ,GEN,SMT.SHAKUN RAJU CHIDAR(PATRAKAR),F,SC,38,IND,633,6
144,VIDISHA ,GEN,T.TULSIRAM DANGI,M,GEN,53,IND,207,8
145,BASODA,GEN,GANESH RAM LODHI,M,GEN,48,SamSP,777,5
145,BASODA,GEN,HAKAM SINGH LODHI,M,GEN,36,SP,393,9
145,BASODA,GEN,HARI,M,GEN,48,BSP,7053,3
145,BASODA,GEN,HARISINGH RAGHUWANSHI,M,GEN,52,BJP,51843,2
145,BASODA,GEN,NISHANK,M,GEN,50,INC,68002,1
145,BASODA,GEN,None of the Above,NULL,NULL,NULL,NOTA,1750,4
145,BASODA,GEN,RAJENDRA TIWARI,M,GEN,45,IND,443,8
145,BASODA,GEN,RAM DAYAL KORI,M,SC,44,IND,514,7
145,BASODA,GEN,SHAILENDRA SAXENA,M,GEN,43,IND,706,6
146,KURWAI (SC),SC,CHHOTE LAL SOLANKI,M,SC,65,HJP,490,7
146,KURWAI (SC),SC,"DHAN BAI, BHAROSEE",F,SC,50,IND,771,5
146,KURWAI (SC),SC,None of the Above,NULL,NULL,NULL,NOTA,1694,4
146,KURWAI (SC),SC,PAN BAI PANTHI,F,SC,61,INC,60922,2
146,KURWAI (SC),SC,PRAN SINGH AHIRWAR,M,SC,40,BA S D,751,6
146,KURWAI (SC),SC,RAMESH KUMAR AHIRWAR,M,SC,43,SamSP,303,9
146,KURWAI (SC),SC,SUNIL BORSE,M,SC,43,BSP,9847,3
146,KURWAI (SC),SC,TOSHMANI PANTHI (KANNA),M,SC,32,IND,415,8
146,KURWAI (SC),SC,VEERSINGH PANWAR,M,SC,40,BJP,65003,1
147,SIRONJ,GEN,GOVARDHAN LAL,M,GEN,70,INC,65297,1
147,SIRONJ,GEN,KHUMAAN SINGH AHIRWAR,M,GEN,35,IND,287,12
147,SIRONJ,GEN,LAXMIKANT,M,GEN,52,BJP,63713,2
147,SIRONJ,GEN,LEKHRAJ AHIRWAR,M,GEN,30,IND,737,9
147,SIRONJ,GEN,MAHENDRA PRATAP SINGH,M,GEN,36,IND,1024,8
147,SIRONJ,GEN,MOHD. NAJEER KHAN,M,GEN,27,HJP,1244,7
147,SIRONJ,GEN,MUBARAK ALI,M,GEN,49,BSP,2477,3
147,SIRONJ,GEN,NAEEM KHAN,M,GEN,44,IND,279,13
147,SIRONJ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2224,5
147,SIRONJ,GEN,PREETAM SINGH,M,GEN,43,IND,372,11
147,SIRONJ,GEN,SHAMEENA BEE,F,GEN,38,BA S D,423,10
147,SIRONJ,GEN,SHOBHNA YADAV,F,GEN,25,SP,2447,4
147,SIRONJ,GEN,UDHAM SINGH KUSHVAH,M,GEN,42,IND,1614,6
148,SHAMSHABAD,GEN,JYOTSNA YADAV,F,GEN,40,INC,51075,2
148,SHAMSHABAD,GEN,KISHAN DAS BAIRAGI,M,GEN,48,HJP,1468,6
148,SHAMSHABAD,GEN,MAHENDRA SINGH RAGHUWANSHI,M,GEN,41,IND,728,7
148,SHAMSHABAD,GEN,None of the Above,NULL,NULL,NULL,NOTA,1488,5
148,SHAMSHABAD,GEN,PHOOL SINGH SEMARIYA,M,ST,45,GGP,446,10
148,SHAMSHABAD,GEN,PT NARENDRA SHARMA NATERAN,M,GEN,41,IND,561,8
148,SHAMSHABAD,GEN,RUDRA PRATAP SINGH,M,GEN,57,SP,6619,3
148,SHAMSHABAD,GEN,SUNIL KUMAR KUSHWAH,M,GEN,28,RSMD,526,9
148,SHAMSHABAD,GEN,SURYA PRAKASH MEENA,M,GEN,50,BJP,54233,1
148,SHAMSHABAD,GEN,VIKRAM SINGH KUSHWAHA,M,GEN,29,BSP,4374,4
149,BERASIA,SC,ANITA AHIRWAR,F,SC,38,BSP,12180,3
149,BERASIA,SC,MAHESH RATNAKAR,M,SC,46,INC,47353,2
149,BERASIA,SC,None of the Above,NULL,NULL,NULL,NOTA,4457,4
149,BERASIA,SC,VISHNU KHATRI,M,SC,42,BJP,76657,1
150,BHOPAL UTTAR ,GEN,ARIF   BAIG,M,GEN,78,BJP,66406,2
150,BHOPAL UTTAR ,GEN,ARIF  AQUEEL,M,GEN,61,INC,73070,1
150,BHOPAL UTTAR ,GEN,AZEEM  DURRANI,M,GEN,47,IND,113,9
150,BHOPAL UTTAR ,GEN,KABIR + KANHAYA RAO,M,GEN,33,IND,79,10
150,BHOPAL UTTAR ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2337,3
150,BHOPAL UTTAR ,GEN,RAJU  URF  RAJKUMAR BEGWANI,M,GEN,50,IND,195,6
150,BHOPAL UTTAR ,GEN,S. ARIF  ALI  SHANU,M,GEN,36,SP,172,7
150,BHOPAL UTTAR ,GEN,SANJAY  NARWARE,M,SC,43,BSP,1335,4
150,BHOPAL UTTAR ,GEN,SHIVSHANKAR SHARMA,M,GEN,39,IND,286,5
150,BHOPAL UTTAR ,GEN,VAKEEL  KHAN,M,GEN,56,IND,130,8
151,NARELA ,GEN,AWADH VIHARI CHATURVEDI,M,GEN,43,BSCP,151,10
151,NARELA ,GEN,AZHAR ALI,M,GEN,50,SP,589,5
151,NARELA ,GEN,BHAI KU. RAJVEER DOHRE,M,SC,35,BHBP,262,8
151,NARELA ,GEN,JUMMAN KHAN,M,GEN,53,NLP,111,13
151,NARELA ,GEN,MOHD. ATIK,M,GEN,43,BSP,1971,4
151,NARELA ,GEN,NASIR ALI,M,GEN,36,ABGP,141,11
151,NARELA ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2281,3
151,NARELA ,GEN,OM PRAKASH SHARMA,M,GEN,40,SAP,139,12
151,NARELA ,GEN,SHEKH ISHAK URF KHAN SAHAB,M,GEN,50,IND,396,6
151,NARELA ,GEN,SUNIL BADALKAR,M,GEN,50,IND,380,7
151,NARELA ,GEN,SUNIL SOOD,M,GEN,54,INC,71502,2
151,NARELA ,GEN,SYED  ABDUL JALIL SHIRAJ BHAI,M,GEN,45,IND,193,9
151,NARELA ,GEN,VISHWAS SARANG,M,GEN,42,BJP,98472,1
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,DHANANJAY SINGH CHOUHAN,M,GEN,48,IND,267,7
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,DR. DINESH KUMAR SHUKLA,M,GEN,47,IND,78,12
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2503,3
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,PT. BABULAL MALVIYA,M,GEN,61,RSP,373,6
152,BHOPAL DAKSHINA-PASHCHIM ,GEN,RAGHUBEER SINGH MARKAM,M,ST,33,GGP,124,10
